subject,session,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
JoeT,09d01195-4ff4-4936-8b48-e3acb782b7c8,0.24752475247524752,0.3684210526315789,0.3471502590673575,0.22826086956521738,0.4583333333333333,0.21649484536082475,0.18098159509202455,0.36875,0.42857142857142855,0.21585903083700442,0.1762295081967213,0.07077084977637464,0.03656207366984993,0.015455413736216029,0.0759760246233598,0.045129469790382244,0.10158420301824461,0.015190885468718768,0.12130177514792899,0.04058094831268689,0.05496633772941068,0.0795155344918378,0.04158686730506156,0.015435310440513354,0.0814348036839554,0.048520135856380396,0.10463198920701544,0.0182328190743338,0.12967032967032968,0.04242764821579095,0.05538743695552499
JoeT,0d7c2f00-e234-40fb-98d6-166d22eb2197,0.24752475247524752,0.2236842105263158,0.25906735751295334,0.2717391304347826,0.25,0.25773195876288657,0.12883435582822086,0.10625,0.24,0.22026431718061673,0.14344262295081966,0.07734806629834254,0.03219645293315143,0.03221324997829296,0.06253037421027054,0.022441430332922317,0.02522711915308957,0.013591844893064161,0.10872781065088757,0.03104086572689734,0.08374066217836393,0.07740916271721959,0.03255813953488372,0.0328650711064863,0.06236871869445791,0.028141678796700632,0.027132363963423774,0.008214786615908635,0.10512820512820513,0.03315538072492273,0.08326455754241174
JoeT,1e5741fa-5d37-486d-974b-c412153ad947,0.2079207920792079,0.2236842105263158,0.25906735751295334,0.1358695652173913,0.20833333333333334,0.21649484536082475,0.12883435582822086,0.2125,0.2857142857142857,0.21585903083700442,0.13934426229508196,0.07971586424625099,0.03219645293315143,0.009551098376313277,0.05297262271180949,0.030826140567200986,0.020872437870711014,0.013391964821107336,0.10909763313609468,0.03104086572689734,0.041870331089181964,0.07977883096366509,0.03255813953488372,0.008064516129032258,0.051704637259654226,0.03444929645803008,0.022785189626742617,0.011420557002604689,0.10842490842490843,0.03301489182354594,0.04154057771664374
JoeT,284af675-86e4-45e9-8cf9-d91d96cc8e57,0.16831683168316833,0.14912280701754385,0.21761658031088082,0.0,0.35714285714285715,0.17010309278350516,0.15337423312883436,0.36875,0.3314285714285714,0.22026431718061673,0.1762295081967213,0.07077084977637464,0.02291950886766712,0.0474950073803942,0.08277984772395917,0.022441430332922317,0.030332607553119603,0.03018189086548071,0.20229289940828402,0.03445820874270255,0.03873466752743705,0.06635071090047394,0.02106703146374829,0.0437911897329171,0.0854742284698659,0.024017467248908297,0.03282866137010943,0.03325986776197155,0.20366300366300366,0.03652711435796572,0.03924805135259055
JoeT,2d2a9d9d-9c9a-4772-b32e-442f82acd4f0,0.29207920792079206,0.2631578947368421,0.25906735751295334,0.18478260869565216,0.25595238095238093,0.21649484536082475,0.15337423312883436,0.2625,0.2857142857142857,0.18061674008810572,0.10655737704918032,0.08392528282031045,0.030013642564802184,0.06642354779890597,0.0937955613154058,0.020221948212083847,0.029056235453112096,0.015190885468718768,0.08690828402366864,0.025060515449238218,0.04491376925205202,0.08636124275934702,0.03036935704514364,0.0656434269857787,0.09371465503312329,0.024017467248908297,0.03155448958177185,0.014826688038469244,0.08644688644688645,0.025990446754706378,0.043833104080696926
JoeT,2f503d77-774f-4b5b-8573-435c25cd0e77,0.3316831683168317,0.2236842105263158,0.21761658031088082,0.18478260869565216,0.40476190476190477,0.08247422680412371,0.10122699386503067,0.20625,0.24,0.22026431718061673,0.2786885245901639,0.11049723756906077,0.03219645293315143,0.05261786923678041,0.07484205410659323,0.0784217016029593,0.07635708386515504,0.013591844893064161,0.15828402366863906,0.04656129859034601,0.04343816287005441,0.11058451816745656,0.03036935704514364,0.05185570586194936,0.0788495718209727,0.07496360989810771,0.07749962524359166,0.011420557002604689,0.15421245421245422,0.048468670974992974,0.046217331499312245
JoeT,33bbacca-18cf-4939-91b9-8cecf4a04e77,0.12376237623762376,0.2982456140350877,0.25906735751295334,0.22826086956521738,0.4523809523809524,0.34536082474226804,0.25766871165644173,0.46875,0.42857142857142855,0.29515418502202645,0.1762295081967213,0.0749802683504341,0.05975443383356071,0.016150039072675176,0.07889194880933095,0.06584463625154131,0.029656881147233277,0.026983809714171497,0.14607988165680474,0.044140680620817316,0.039564696117310706,0.0795155344918378,0.060191518467852256,0.016129032258064516,0.08418161253837454,0.07496360989810771,0.034702443411782344,0.03325986776197155,0.15421245421245422,0.048468670974992974,0.0400733608436497
JoeT,3ceea430-dace-4a2a-a3bb-d02db40d8fad,0.2079207920792079,0.11403508771929824,0.04145077720207254,0.043478260869565216,0.5059523809523809,0.17525773195876287,0.10122699386503067,0.15625,0.42857142857142855,0.18061674008810572,0.3114754098360656,0.09971060247303341,0.027557980900409278,0.09203785708083702,0.29256439332577355,0.04734895191122072,0.023425182070726032,0.009994003597841295,0.09652366863905325,0.043001566282215575,0.04731162962279812,0.09320695102685624,0.016415868673050615,0.08896982310093653,0.29875585716593955,0.0487627365356623,0.02465897166841553,0.006211180124223602,0.10512820512820513,0.043692048328182076,0.05080238422741862
JoeT,40a86255-d3af-4afc-aa0b-7a3d020f96bc,0.2871287128712871,0.2236842105263158,0.21761658031088082,0.14130434782608695,0.40476190476190477,0.211340206185567,0.12576687116564417,0.20625,0.2857142857142857,0.3303964757709251,0.1762295081967213,0.11917916337805841,0.02291950886766712,0.09116957541026309,0.07338409201360764,0.02663378545006165,0.03851640513552068,0.013391964821107336,0.441198224852071,0.038160330343158196,0.041870331089181964,0.11927330173775672,0.02106703146374829,0.08966354491848769,0.07739537889804492,0.030082484230955848,0.04032378953680108,0.011220196353436185,0.43736263736263736,0.043692048328182076,0.04236588720770289
JoeT,4dde7b0f-d5cc-4cfa-a068-0a02fbcc2392,0.07920792079207921,0.18859649122807018,0.17098445595854922,0.18478260869565216,0.40476190476190477,0.25773195876288657,0.12883435582822086,0.2125,0.2342857142857143,0.10572687224669604,0.10655737704918032,0.06840305182846619,0.023192360163710776,0.14812885299991319,0.0937955613154058,0.024414303329223182,0.022749455664839702,0.011792924245452729,0.10909763313609468,0.029759362095970382,0.04030249930830951,0.06635071090047394,0.018878248974008208,0.14724245577523412,0.09775407981903377,0.030082484230955848,0.02465897166841553,0.009817671809256662,0.10512820512820513,0.028238269176735036,0.03924805135259055
