subject,session,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
JoeT,09d01195-4ff4-4936-8b48-e3acb782b7c8,-0.9262906070623861,0.36267781627205514,-0.23760527515469407,-0.7947359040042823,0.13604664891270737,-1.0338747650069684,-0.4151726782564056,-0.3134794134721383,-0.13785073624186175,-0.950435698441713,-0.9618995290340792,0.404291277520814,-0.22449807278973297,-0.6136520954659339,0.8101848804572243,0.02644214518328169,1.9107216052208116,-0.14719233839084084,0.6434446454099904,0.6284861032347719,0.20614703178869695,0.45817630494071176,-0.25819982935931596,-0.6498253604543454,0.8211587771783152,-0.11402960514506758,1.8794061081774713,-0.1962730976702005,0.6155976642272144,0.47220432602180895,0.15292744927122473
JoeT,0d7c2f00-e234-40fb-98d6-166d22eb2197,-0.9262906070623861,-0.870364555683787,-0.8187692329024632,-0.5094151193529349,-1.3119352284038297,-0.7221094375634797,-1.1047752187177435,-2.0361328464956854,-1.3962052298662622,-0.9163763500085299,-1.2306855701713577,0.5619171174770492,-0.32166802185052906,-0.28180548700686103,0.5057151201111502,-0.47108928489050295,-0.35377039404978955,-0.20368954772265263,0.4603347049972456,0.2672100574852205,0.7764312093216805,0.4085285743335711,-0.45221927186473587,-0.3053583311094616,0.38887154814730557,-0.5566569776592585,-0.4125408601294008,-0.5407888178131722,0.25960797108370337,0.1206471228502375,0.7053749127121833
JoeT,1e5741fa-5d37-486d-974b-c412153ad947,-1.2342916545081088,-0.870364555683787,-0.8187692329024632,-1.4010425713883954,-1.6015316038671372,-1.0338747650069684,-1.1047752187177435,-1.3388683617004402,-1.0911495950482257,-0.950435698441713,-1.2642838253135176,0.6186624198612938,-0.32166802185052906,-0.7305721440421875,0.2892848085398444,-0.2872189737762782,-0.4829154638213676,-0.2107516988891291,0.4657202914799734,0.2672100574852205,-0.05340538234490454,0.46438227126660436,-0.45221927186473587,-0.7954954972419828,0.14708377597741884,-0.4196532671191518,-0.5411026823361692,-0.43054378736742127,0.307427482102981,0.11532049855975915,-0.1214790210563567
JoeT,284af675-86e4-45e9-8cf9-d91d96cc8e57,-1.5422927019538317,-1.5055682018428571,-1.092258154195531,-2.292670023423856,-0.567258834355325,-1.3846107583808933,-0.7802563761477022,-0.3134794134721383,-0.7860939602301893,-0.9163763500085299,-0.9618995290340792,0.404291277520814,-0.5281541636047208,0.020811109308148407,0.9642539158130691,-0.47108928489050295,-0.20235893293828427,0.3824689990948947,1.8228880851273757,0.3966223723805822,-0.11555173502478096,0.14787798864608245,-0.6991531077807248,-0.08942377540072852,0.9127450545153935,-0.646236326858559,-0.24408054137570417,0.320500482544257,1.6888800226598895,0.248486105821718,-0.16691055587880396
JoeT,2d2a9d9d-9c9a-4772-b32e-442f82acd4f0,-0.579789428685948,-0.5340802724231027,-0.8187692329024632,-1.0800566886556298,-1.2705643176233572,-1.0338747650069684,-0.7802563761477022,-1.0107438982673835,-1.0911495950482257,-1.222910485907178,-1.5330698664507962,0.7195429574332843,-0.3702529963809271,0.39564302974378507,1.213699020674913,-0.5197608378325036,-0.2402117982161606,-0.14719233839084084,0.14258510251630618,0.040738506418337476,0.006913136432622568,0.619531429413919,-0.49925428822968615,0.34244533601673766,1.0995810602830332,-0.646236326858559,-0.2817624547811363,-0.3134084425188109,-0.011369258025536351,-0.1510107159641586,-0.07604748623390944
JoeT,2f503d77-774f-4b5b-8573-435c25cd0e77,-0.2717883812402252,-0.870364555683787,-1.092258154195531,-1.0800566886556298,-0.236291548111545,-2.0471120791983073,-1.4698589166090401,-1.3798839196295722,-1.3962052298662622,-0.9163763500085299,-0.12194315048008347,1.3563513508564744,-0.32166802185052906,0.12225644557283907,0.7845067078979169,0.7565154393132917,1.162570856199256,-0.20368954772265263,1.1820032936827691,0.8549576543016549,-0.022332206004966333,1.190480331396037,-0.49925428822968615,0.06995649190809829,0.762543559682585,0.4603321044269183,1.0770030109559166,-0.43054378736742127,0.9715873573707254,0.7012491705123782,-0.028798690018564294
JoeT,33bbacca-18cf-4939-91b9-8cecf4a04e77,-1.8887938803302697,-0.23516090952471683,-0.8187692329024632,-0.7947359040042823,0.0946757381322349,-0.059608116746065906,0.5989487047749738,0.3427695133939749,-0.13785073624186175,-0.3373674266444171,-0.9618995290340792,0.5051718150928045,0.2917172815957463,-0.5998967956334335,0.8762144670383006,0.4807099726419546,-0.2223986851442188,0.2694745804312711,1.004278939752752,0.7632905979174404,-0.09910122990363719,0.45817630494071176,0.14159780974276137,-0.636115229933156,0.8834374457675285,0.4603321044269183,-0.18866596283830397,0.320500482544257,0.9715873573707254,0.7012491705123782,-0.15055520334272293
JoeT,3ceea430-dace-4a2a-a3bb-d02db40d8fad,-1.2342916545081088,-1.804487564741243,-2.254586069691069,-2.0073492387725085,0.4670139351564873,-1.3456400924504572,-1.4698589166090401,-1.7080083830626287,-0.13785073624186175,-1.222910485907178,0.14684289065719514,1.0978449733282487,-0.4249110927276249,0.9028697110672385,5.714715839284949,0.07511369812528236,-0.40720973326561494,-0.33080826871922914,0.28261035106722865,0.7201531596189865,0.05443681789370453,0.7808865538871262,-0.7991025175562442,0.8034484747917313,5.7485004979131284,-0.10876023166275577,-0.48568810379876903,-0.6096919618417665,0.25960797108370337,0.5201439446361141,0.06206437962633022
JoeT,40a86255-d3af-4afc-aa0b-7a3d020f96bc,-0.6182895596166633,-0.870364555683787,-1.092258154195531,-1.365377473306977,-0.236291548111545,-1.0728454309374045,-1.1453400740389987,-1.3798839196295722,-1.0911495950482257,-0.06489263917895227,-0.9618995290340792,1.5644174595987046,-0.5281541636047208,0.8856755862766129,0.7514919146073786,-0.37915412933339054,0.04034473266692273,-0.2107516988891291,5.301976952969526,0.5368190468505574,-0.05340538234490454,1.3952772201504924,-0.6991531077807248,0.8171586053129207,0.7295724998412368,-0.5145019898007641,-0.022422227226103385,-0.4374341017702807,5.078752026026456,0.5201439446361141,-0.10512366852027569
JoeT,4dde7b0f-d5cc-4cfa-a068-0a02fbcc2392,-2.2352950587067077,-1.169283918582173,-1.3999331906502324,-1.0800566886556298,-0.236291548111545,-0.7221094375634797,-1.1047752187177435,-1.3388683617004402,-1.4343371842185166,-1.8019194092712907,-1.5330698664507962,0.3475459751365694,-0.522081041788421,2.013610172541648,1.213699020674913,-0.4278256822753912,-0.42724948547154945,-0.2672489082209409,0.4657202914799734,0.21868043939945983,-0.08447855868484275,0.14787798864608245,-0.746188124145675,1.9550994385716411,1.1911673376201115,-0.5145019898007641,-0.48568810379876903,-0.48566630259029675,0.25960797108370337,-0.06578472731650492,-0.16691055587880396
