676.305973,685.2640976,659.0005541,691.2116578,695.1441138,697.8016878,681.4882502,647.5277131,662.7455169,697.5393438,669.6212504,697.7945791,690.393361,651.6309721,663.1165574,662.5780092,696.8620089,698.0183373,669.51397,660.3890771,663.1496993,693.1995394,681.0459907,657.1237819
763.8978812,763.8881424,741.0788321,853.2583447,741.9522653,757.5898817,733.7313731,741.9722987,737.9305009,742.05464,754.4299204,752.7717117,755.5742417,753.3796345,756.7282647,757.5949977,753.4416185,748.3963311,757.6161473,745.3647174,745.7513527,762.5680614,748.3316997,744.6654604
764.5104029,816.6628378,763.803619,742.5242958,685.2466296,689.5792534,707.4279094,767.0348412,700.7629773,672.7654272,816.6628089,690.4298286,637.2667934,747.0797968,690.4884327,749.3058512,755.8220346,759.1955114,700.9777016,697.4877673,695.6910898,695.913741,699.7043329,369.2171902
734.4898178,743.8085172,715.2226253,716.6365082,720.8596822,718.2624758,853.2583447,704.0899787,733.4342333,706.4388281,727.9125679,713.7078167,703.5312747,717.7660041,737.2432724,721.3256908,728.490832,710.3716441,699.0927308,736.8889711,643.4268896,658.9704052,708.3068234,719.670049
764.7961426,761.4810946,722.1333478,770.2809231,760.1379028,772.179988,759.296531,776.6938271,749.3388875,753.6842358,764.1727676,757.8050828,750.6633693,756.2251096,756.8605153,767.5164834,754.8608019,769.2619554,762.5236098,777.1021055,770.126375,766.2605956,739.9766642,756.9780362
731.5880277,731.2969879,753.6578921,761.3265868,732.3892066,760.1312974,853.2583447,730.0655102,762.3801173,752.9512498,765.9471658,717.2445193,749.7639527,745.443923,766.4021609,769.2203321,625.5820789,768.6369613,724.5061589,766.3516669,734.41141,625.528293,750.7567154,697.9013112
781.5524037,780.6481084,781.6871142,803.6439589,773.6715623,796.3209923,775.0311659,774.8640929,793.6359552,796.966039,793.4904365,771.7711707,762.3350368,771.3692712,758.9710918,795.2027166,786.9387976,794.3211453,789.7025074,781.8957883,779.7578972,803.4505402,784.0472947,732.2151543
761.3436815,772.2492097,775.4239664,764.5269523,766.7153514,755.2983912,750.1515715,673.1624778,761.7540989,760.9462188,773.0551086,766.7943662,748.2395678,739.0649386,772.238749,744.6484416,736.5495992,769.5129345,765.229004,767.829715,722.1558802,720.4373512,765.7434503,724.780332
678.926314,711.8280689,697.1830999,694.8685679,699.6390068,703.4511966,707.0218125,685.0501132,713.7810405,684.5112393,715.3638483,702.5461136,704.1441337,704.0594379,704.5251085,697.8530814,671.7370569,746.0115732,746.0115732,701.6297278,704.9181996,662.4939621,682.3434904,663.9554115
745.8411844,749.2678035,723.953691,753.7026096,761.465419,766.2399768,729.3342737,741.4238765,732.342209,731.4942666,738.7623758,753.9777542,738.1300005,733.34109,748.4669141,738.6801607,750.9168938,756.8630836,741.0823567,730.473402,730.791115,725.9040369,704.7831177,718.1069624
771.6470644,763.9679599,765.1577913,766.1416491,753.8922533,776.4140783,765.8474425,771.1024722,765.0537338,778.8601526,709.1853806,733.2204646,769.4791929,763.4888786,772.4531308,757.4932275,756.7068746,784.4750103,778.2278845,729.2715493,764.4798726,762.9466094,725.1056498,727.6742362
666.4182072,690.0406318,682.6946492,701.2533132,704.975725,715.9461069,677.3125195,704.1709522,681.137991,707.701033,711.0437066,659.3430691,685.854071,667.9200665,722.6705408,705.9839914,671.8269528,688.078175,701.5228767,700.7103504,703.1890351,669.554941,610.3445238,676.0192836
761.5636013,745.7556876,758.8279,751.0076284,779.231825,767.8118262,745.5550687,768.6391684,763.06259,758.4287662,739.6742294,791.3636783,753.5298011,747.3691412,746.6967155,743.8454157,770.9677526,756.063637,779.0859381,738.5085115,767.6880793,786.3723983,743.4734051,764.6934573
